Year,Transect,Position,Organism
1985,28,sheltered,Ascophyllum nodosum
1985,28,sheltered,Halichondria
1985,28,sheltered,Semibalanus balanoides
1985,28,sheltered,Verrucaria 
1985,28,sheltered,Arthopyrenia
1985,28,sheltered,Fucus vesiculosus var. spiralis
1985,28,sheltered,Chondrus crispus
1985,28,sheltered,Corallina 
1985,28,sheltered,Mytilus edulis
1985,28,sheltered,Metridium dianthus
1985,28,sheltered,Mastocarpus stellatus
1985,28,sheltered,Leathesia marina
1985,28,sheltered,Modiolus modiolus
1985,28,sheltered,Ulva intestinalis
1985,28,sheltered,Ulva lactuca
1985,28,sheltered,Fucus 
1986,1,sheltered,Cyanobacteria
1986,1,sheltered,Ascophyllum nodosum
1986,1,sheltered,Fucus vesiculosus var. spiralis
1986,1,sheltered,Hildenbrandia rubra
1986,1,sheltered,Semibalanus balanoides
1986,1,sheltered,Fucus 
1986,1,sheltered,Fucus vesiculosus
1986,1,sheltered,Mastocarpus stellatus
1986,1,sheltered,Chondrus crispus
1986,1,sheltered,Ulva intestinalis
1986,1,sheltered,Cladophora
1986,1,sheltered,Chaetomorpha ligustica
1986,1,sheltered,Ulva lactuca
1986,2,sheltered,Prasiola stipitata
1986,2,sheltered,Ascophyllum nodosum
1986,2,sheltered,Chondrus crispus
1986,2,sheltered,Fucus vesiculosus
1986,2,sheltered,Hildenbrandia rubra
1986,2,sheltered,Mastocarpus stellatus
1986,2,sheltered,Mytilus edulis
1986,2,sheltered,Semibalanus balanoides
1986,2,sheltered,Fucus 
1986,2,sheltered,Ceramium virgatum
1986,2,sheltered,Plumaria plumosa
1986,2,sheltered,Leathesia marina
1986,5,sheltered,Ascophyllum nodosum
1986,5,sheltered,Chondrus crispus
1986,5,sheltered,Corallina 
1986,5,sheltered,Fucus vesiculosus
1986,5,sheltered,Hildenbrandia rubra
1986,5,sheltered,Mytilus edulis
1986,5,sheltered,Semibalanus balanoides
1986,5,sheltered,Verrucaria 
1986,5,sheltered,Fucus vesiculosus var. spiralis
1986,5,sheltered,Corallina officinalis
1986,5,sheltered,Mastocarpus stellatus
1986,5,sheltered,Chaetomorpha ligustica
1986,7,sheltered,Mastocarpus stellatus
1986,7,sheltered,Mytilus edulis
1986,7,sheltered,Semibalanus balanoides
1986,7,sheltered,Ascophyllum nodosum
1986,7,sheltered,Chondrus crispus
1986,7,sheltered,Fucus vesiculosus
1986,7,sheltered,Fucus distichus
1986,7,sheltered,Hildenbrandia rubra
1986,7,sheltered,Mastocarpus stellatus
1986,7,sheltered,Ulva lactuca
1986,7,sheltered,Cladophora
1986,7,sheltered,Polysiphonia
1986,7,sheltered,Corallina 
1986,7,sheltered,Chaetomorpha ligustica
1986,7,sheltered,Ulva intestinalis
1986,7,sheltered,Elachista fucicola
1986,7,sheltered,Fucus 
1986,7,sheltered,Porphyra
1986,13,exposed,Ascophyllum nodosum
1986,13,exposed,Ceramium virgatum
1986,13,exposed,Fucus 
1986,13,exposed,Mastocarpus stellatus
1986,13,exposed,Monostroma
1986,13,exposed,Mytilus edulis
1986,13,exposed,Ralfsia 
1986,13,exposed,Semibalanus balanoides
1986,13,exposed,Elachista fucicola
1986,13,exposed,Chondrus crispus
1986,13,exposed,Corallina 
1986,13,exposed,Modiolus modiolus
1986,13,exposed,Polysiphonia
1986,13,exposed,Ptilota serrata
1986,15,exposed,Semibalanus balanoides
1986,15,exposed,Mytilus edulis
1986,15,exposed,Ceramium virgatum
1986,15,exposed,Fucus distichus
1986,15,exposed,Hildenbrandia rubra
1986,15,exposed,Mastocarpus stellatus
1986,15,exposed,Chondrus crispus
1986,17,exposed,Verrucaria 
1986,17,exposed,Cyanobacteria
1986,17,exposed,Fucus 
1986,17,exposed,Ulva intestinalis
1986,17,exposed,Mytilus edulis
1986,17,exposed,Ascophyllum nodosum
1986,17,exposed,Fucus distichus
1986,17,exposed,Hildenbrandia rubra
1986,17,exposed,Semibalanus balanoides
1986,19,exposed,Fucus 
1986,19,exposed,Fucus distichus
1986,19,exposed,Hildenbrandia rubra
1986,19,exposed,Mytilus edulis
1986,19,exposed,Pylaiella littoralis
1986,19,exposed,Semibalanus balanoides
1986,19,exposed,Ulva lactuca
1986,19,exposed,Ceramium virgatum
1986,19,exposed,Fucus 
1986,19,exposed,Mastocarpus stellatus
1986,19,exposed,Corallina 
1986,19,exposed,Leathesia marina
1986,19,exposed,Chondrus crispus
1986,19,exposed,Chondrus crispus
1986,19,exposed,Mastocarpus stellatus
1986,20,exposed,Semibalanus balanoides
1986,20,exposed,Mytilus edulis
1986,20,exposed,Leathesia marina
1986,20,exposed,Fucus distichus
1986,20,exposed,Hildenbrandia rubra
1986,20,exposed,Mastocarpus stellatus
1986,20,exposed,Chondrus crispus
1986,21,exposed,Cyanobacteria
1986,21,exposed,Semibalanus balanoides
1986,21,exposed,Verrucaria 
1986,21,exposed,Mytilus edulis
1986,21,exposed,Fucus 
1986,21,exposed,Fucus distichus
1986,21,exposed,Hildenbrandia rubra
1986,21,exposed,Ceramium virgatum
1986,21,exposed,Mastocarpus stellatus
1986,21,exposed,Ascophyllum nodosum
1986,21,exposed,Chondrus crispus
1986,24,exposed,Fucus vesiculosus var. spiralis
1986,24,exposed,Hildenbrandia rubra
1986,24,exposed,Semibalanus balanoides
1986,24,exposed,Verrucaria 
1986,24,exposed,Ascophyllum nodosum
1986,24,exposed,Corallina 
1986,24,exposed,Fucus 
1986,24,exposed,Chondrus crispus
1986,24,exposed,Ulva lactuca
1986,24,exposed,Chaetomorpha
1986,24,exposed,Mytilus edulis
1986,24,exposed,Plumaria plumosa
1986,24,exposed,Chaetomorpha ligustica
1986,24,exposed,Fucus distichus
1986,24,exposed,Fucus vesiculosus
1986,24,exposed,Modiolus modiolus
1986,24,exposed,Cystoclonium purpureum
1986,24,exposed,Mastocarpus stellatus
1986,24,exposed,Ulva intestinalis
1986,24,exposed,Porphyra
1986,24,exposed,Corallina officinalis
1986,26,sheltered,Semibalanus balanoides
1986,26,sheltered,Ascophyllum nodosum
1986,26,sheltered,Ascophyllum nodosum
1986,26,sheltered,Corallina 
1986,26,sheltered,Hildenbrandia rubra
1986,26,sheltered,Mytilus edulis
1986,26,sheltered,Verrucaria 
1986,26,sheltered,Fucus 
1986,26,sheltered,Fucus 
1986,26,sheltered,Fucus vesiculosus var. spiralis
1986,26,sheltered,Chondrus crispus
1986,26,sheltered,Chondrus crispus
1986,26,sheltered,Mastocarpus stellatus
1986,26,sheltered,Mastocarpus stellatus
1986,27,sheltered,Cyanobacteria
1986,27,sheltered,Semibalanus balanoides
1986,27,sheltered,Fucus 
1986,27,sheltered,Mytilus edulis
1986,27,sheltered,Verrucaria 
1986,27,sheltered,Ascophyllum nodosum
1986,27,sheltered,Chondrus crispus
1986,27,sheltered,Fucus distichus
1986,27,sheltered,Hildenbrandia rubra
1986,27,sheltered,Modiolus modiolus
1986,27,sheltered,Fucus vesiculosus
1986,27,sheltered,Phymatolithon lenormandii
1986,27,sheltered,Mastocarpus stellatus
1986,27,sheltered,Cladophora
1986,27,sheltered,Ulva lactuca
1987,2,sheltered,Prasiola stipitata
1987,2,sheltered,Fucus distichus
1987,2,sheltered,Fucus 
1987,2,sheltered,Fucus 
1987,2,sheltered,Hildenbrandia rubra
1987,2,sheltered,Semibalanus balanoides
1987,2,sheltered,Ascophyllum nodosum
1987,2,sheltered,Ascophyllum nodosum
1987,2,sheltered,Fucus vesiculosus var. spiralis
1987,2,sheltered,Fucus vesiculosus
1987,2,sheltered,Chondrus crispus
1987,2,sheltered,Corallina officinalis
1987,2,sheltered,Mastocarpus stellatus
1987,2,sheltered,Verrucaria 
1987,2,sheltered,Ralfsia 
1987,2,sheltered,Chondrus crispus
1987,2,sheltered,Mastocarpus stellatus
1987,2,sheltered,Ceramium virgatum
1987,2,sheltered,Mytilus edulis
1987,2,sheltered,Ulva lactuca
1987,5,sheltered,Ascophyllum nodosum
1987,5,sheltered,Hildenbrandia rubra
1987,5,sheltered,Semibalanus balanoides
1987,5,sheltered,Corallina 
1987,5,sheltered,Fucus 
1987,5,sheltered,Mastocarpus stellatus
1987,5,sheltered,Chondrus crispus
1987,5,sheltered,Chondrus crispus
1987,5,sheltered,Fucus vesiculosus var. spiralis
1987,5,sheltered,Mastocarpus stellatus
1987,5,sheltered,Mastocarpus stellatus
1987,5,sheltered,Fucus 
1987,5,sheltered,Ascophyllum nodosum
1987,5,sheltered,Verrucaria 
1987,5,sheltered,Phymatolithon lenormandii
1987,5,sheltered,Modiolus modiolus
1987,5,sheltered,Chaetomorpha ligustica
1987,5,sheltered,Ulva lactuca
1987,5,sheltered,Corallina officinalis
1987,5,sheltered,Saccharina latissima
1987,7,sheltered,Prasiola stipitata
1987,7,sheltered,Arthopyrenia
1987,7,sheltered,Semibalanus balanoides
1987,7,sheltered,Verrucaria 
1987,7,sheltered,Ascophyllum nodosum
1987,7,sheltered,Ascophyllum nodosum
1987,7,sheltered,Hildenbrandia rubra
1987,7,sheltered,Mytilus edulis
1987,7,sheltered,Polysiphonia
1987,7,sheltered,Chondrus crispus
1987,7,sheltered,Corallina 
1987,7,sheltered,Elachista fucicola
1987,7,sheltered,Fucus 
1987,7,sheltered,Modiolus modiolus
1987,7,sheltered,Chondrus crispus
1987,7,sheltered,Mastocarpus stellatus
1987,7,sheltered,Ceramium virgatum
1987,7,sheltered,Ulva intestinalis
1987,7,sheltered,Ulva lactuca
1987,7,sheltered,Fucus vesiculosus var. spiralis
1987,7,sheltered,Mastocarpus stellatus
1987,7,sheltered,Porphyra
1987,7,sheltered,Fucus 
1987,7,sheltered,Saccharina latissima
1987,13,exposed,Arthopyrenia
1987,13,exposed,Cyanobacteria
1987,13,exposed,Verrucaria 
1987,13,exposed,Semibalanus balanoides
1987,13,exposed,Fucus 
1987,13,exposed,Mytilus edulis
1987,13,exposed,Fucus vesiculosus var. spiralis
1987,13,exposed,Hildenbrandia rubra
1987,13,exposed,Ceramium virgatum
1987,13,exposed,Fucus distichus
1987,13,exposed,Halichondria
1987,13,exposed,Mastocarpus stellatus
1987,13,exposed,Mastocarpus stellatus
1987,13,exposed,Ascophyllum nodosum
1987,13,exposed,Ascophyllum nodosum
1987,13,exposed,Chondrus crispus
1987,13,exposed,Chondrus crispus
1987,13,exposed,Corallina officinalis
1987,13,exposed,Corallina 
1987,13,exposed,Saccharina latissima
1987,13,exposed,Modiolus modiolus
1987,13,exposed,Porphyra
1987,13,exposed,Ulva lactuca
1987,15,exposed,Arthopyrenia
1987,15,exposed,Hildenbrandia rubra
1987,15,exposed,Semibalanus balanoides
1987,15,exposed,Mytilus edulis
1987,15,exposed,Fucus 
1987,15,exposed,Verrucaria 
1987,15,exposed,Fucus 
1987,15,exposed,Ceramium virgatum
1987,15,exposed,Mastocarpus stellatus
1987,15,exposed,Ceramium virgatum
1987,15,exposed,Chordaria flagelliformis
1987,15,exposed,Mastocarpus stellatus
1987,15,exposed,Mastocarpus stellatus
1987,15,exposed,Alaria esculenta
1987,15,exposed,Chondrus crispus
1987,15,exposed,Chondrus crispus
1987,15,exposed,Alaria esculenta
1987,15,exposed,Porphyra
1987,19,exposed,Cyanobacteria
1987,19,exposed,Hildenbrandia rubra
1987,19,exposed,Semibalanus balanoides
1987,19,exposed,Verrucaria 
1987,19,exposed,Fucus 
1987,19,exposed,Fucus 
1987,19,exposed,Mytilus edulis
1987,19,exposed,Ascophyllum nodosum
1987,19,exposed,Ascophyllum nodosum
1987,19,exposed,Mastocarpus stellatus
1987,19,exposed,Ceramium virgatum
1987,19,exposed,Corallina 
1987,19,exposed,Chondrus crispus
1987,19,exposed,Chondrus crispus
1987,19,exposed,Mastocarpus stellatus
1987,19,exposed,Porphyra
1987,20,exposed,Arthopyrenia
1987,20,exposed,Hildenbrandia rubra
1987,20,exposed,Semibalanus balanoides
1987,20,exposed,Mytilus edulis
1987,20,exposed,Fucus 
1987,20,exposed,Verrucaria 
1987,20,exposed,Fucus 
1987,20,exposed,Leathesia marina
1987,20,exposed,Mastocarpus stellatus
1987,20,exposed,Spongomorpha aeruginosa
1987,20,exposed,Ulva lactuca
1987,20,exposed,Bonnemaisonia hamifera
1987,20,exposed,Mastocarpus stellatus
1987,20,exposed,Mastocarpus stellatus
1987,20,exposed,Alaria esculenta
1987,20,exposed,Chondrus crispus
1987,20,exposed,Chondrus crispus
1987,20,exposed,Alaria esculenta
1987,20,exposed,Porphyra
1987,22,exposed,Hildenbrandia rubra
1987,22,exposed,Semibalanus balanoides
1987,22,exposed,Mytilus edulis
1987,22,exposed,Fucus 
1987,22,exposed,Monostroma
1987,22,exposed,Fucus distichus
1987,22,exposed,Ahnfeltia plicata
1987,22,exposed,Chondrus crispus
1987,22,exposed,Alaria esculenta
1987,22,exposed,Porphyra
1987,22,exposed,Mastocarpus stellatus
1987,22,exposed,Ulva lactuca
1987,22,exposed,Saccharina latissima
1987,23,exposed,Arthopyrenia
1987,23,exposed,Verrucaria 
1987,23,exposed,Semibalanus balanoides
1987,23,exposed,Hildenbrandia rubra
1987,23,exposed,Mytilus edulis
1987,23,exposed,Fucus 
1987,23,exposed,Fucus 
1987,23,exposed,Fucus distichus
1987,23,exposed,Elachista fucicola
1987,23,exposed,Porphyra
1987,23,exposed,Ceramium virgatum
1987,23,exposed,Ulva lactuca
1987,23,exposed,Mastocarpus stellatus
1987,23,exposed,Mastocarpus stellatus
1987,23,exposed,Chondrus crispus
1987,23,exposed,Chondrus crispus
1987,23,exposed,Corallina 
1987,24,exposed,Arthopyrenia
1987,24,exposed,Semibalanus balanoides
1987,24,exposed,Fucus 
1987,24,exposed,Fucus distichus
1987,24,exposed,Fucus vesiculosus var. spiralis
1987,24,exposed,Hildenbrandia rubra
1987,24,exposed,Verrucaria 
1987,24,exposed,Fucus 
1987,24,exposed,Ascophyllum nodosum
1987,24,exposed,Fucus vesiculosus
1987,24,exposed,Mastocarpus stellatus
1987,24,exposed,Mastocarpus stellatus
1987,24,exposed,Ascophyllum nodosum
1987,24,exposed,Mytilus edulis
1987,24,exposed,Ulva lactuca
1987,24,exposed,Porphyra
1987,24,exposed,Ulva intestinalis
1987,24,exposed,Chondrus crispus
1987,24,exposed,Chondrus crispus
1987,24,exposed,Corallina 
1987,24,exposed,Corallina officinalis
1987,24,exposed,Mastocarpus stellatus
1987,26,sheltered,Arthopyrenia
1987,26,sheltered,Prasiola stipitata
1987,26,sheltered,Ascophyllum nodosum
1987,26,sheltered,Fucus 
1987,26,sheltered,Fucus vesiculosus
1987,26,sheltered,Hildenbrandia rubra
1987,26,sheltered,Mytilus edulis
1987,26,sheltered,Verrucaria 
1987,26,sheltered,Ascophyllum nodosum
1987,26,sheltered,Fucus 
1987,26,sheltered,Corallina 
1987,26,sheltered,Modiolus modiolus
1987,26,sheltered,Semibalanus balanoides
1987,26,sheltered,Mastocarpus stellatus
1987,26,sheltered,Mastocarpus stellatus
1987,26,sheltered,Chondrus crispus
1987,26,sheltered,Chondrus crispus
1987,26,sheltered,Mastocarpus stellatus
1987,26,sheltered,Fucus distichus
1987,26,sheltered,Fucus vesiculosus var. spiralis
1987,26,sheltered,Chaetomorpha ligustica
1987,28,sheltered,Arthopyrenia
1987,28,sheltered,Prasiola stipitata
1987,28,sheltered,Semibalanus balanoides
1987,28,sheltered,Fucus 
1987,28,sheltered,Halichondria
1987,28,sheltered,Ascophyllum nodosum
1987,28,sheltered,Ascophyllum nodosum
1987,28,sheltered,Corallina 
1987,28,sheltered,Fucus vesiculosus var. spiralis
1987,28,sheltered,Mastocarpus stellatus
1987,28,sheltered,Mytilus edulis
1987,28,sheltered,Ulva lactuca
1987,28,sheltered,Verrucaria 
1987,28,sheltered,Fucus distichus
1987,28,sheltered,Fucus vesiculosus
1987,28,sheltered,Mastocarpus stellatus
1987,28,sheltered,Corallina officinalis
1987,28,sheltered,Metridium dianthus
1987,28,sheltered,Fucus 
1987,28,sheltered,Cryptosula pallasiana
1987,28,sheltered,Chondrus crispus
1987,28,sheltered,Chondrus crispus
1987,28,sheltered,Ulva intestinalis
1987,28,sheltered,Modiolus modiolus
1988,1,sheltered,Cyanobacteria
1988,1,sheltered,Arthopyrenia
1988,1,sheltered,Verrucaria 
1988,1,sheltered,Ascophyllum nodosum
1988,1,sheltered,Ascophyllum nodosum
1988,1,sheltered,Elachista fucicola
1988,1,sheltered,Fucus vesiculosus var. spiralis
1988,1,sheltered,Hildenbrandia rubra
1988,1,sheltered,Semibalanus balanoides
1988,1,sheltered,Polysiphonia
1988,1,sheltered,Chaetomorpha
1988,1,sheltered,Chondrus crispus
1988,1,sheltered,Corallina 
1988,1,sheltered,Chondrus crispus
1988,1,sheltered,Codium fragile
1988,1,sheltered,Fucus vesiculosus
1988,1,sheltered,Ralfsia 
1988,1,sheltered,Ulva intestinalis
1988,1,sheltered,Ulva lactuca
1988,1,sheltered,Fucus 
1988,1,sheltered,Chaetomorpha ligustica
1988,1,sheltered,Fucus 
1988,2,sheltered,Prasiola stipitata
1988,2,sheltered,Arthopyrenia
1988,2,sheltered,Semibalanus balanoides
1988,2,sheltered,Fucus vesiculosus var. spiralis
1988,2,sheltered,Hildenbrandia rubra
1988,2,sheltered,Ascophyllum nodosum
1988,2,sheltered,Chondrus crispus
1988,2,sheltered,Fucus vesiculosus
1988,2,sheltered,Mastocarpus stellatus
1988,2,sheltered,Verrucaria 
1988,2,sheltered,Fucus 
1988,2,sheltered,Mytilus edulis
1988,2,sheltered,Chaetomorpha ligustica
1988,2,sheltered,Ceramium virgatum
1988,2,sheltered,Plumaria plumosa
1988,2,sheltered,Ulva intestinalis
1988,2,sheltered,Ulva lactuca
1988,2,sheltered,Corallina officinalis
1988,2,sheltered,Leathesia marina
1988,2,sheltered,Codium fragile
1988,2,sheltered,Corallina 
1988,2,sheltered,Modiolus modiolus
1988,2,sheltered,Saccharina latissima
1988,5,sheltered,Arthopyrenia
1988,5,sheltered,Ascophyllum nodosum
1988,5,sheltered,Hildenbrandia rubra
1988,5,sheltered,Semibalanus balanoides
1988,5,sheltered,Ascophyllum nodosum
1988,5,sheltered,Mytilus edulis
1988,5,sheltered,Chaetomorpha
1988,5,sheltered,Chondrus crispus
1988,5,sheltered,Fucus 
1988,5,sheltered,Mastocarpus stellatus
1988,5,sheltered,Chondrus crispus
1988,5,sheltered,Mastocarpus stellatus
1988,5,sheltered,Monostroma
1988,5,sheltered,Chaetomorpha ligustica
1988,5,sheltered,Corallina officinalis
1988,5,sheltered,Codium fragile
1988,7,sheltered,Prasiola stipitata
1988,7,sheltered,Arthopyrenia
1988,7,sheltered,Semibalanus balanoides
1988,7,sheltered,Verrucaria 
1988,7,sheltered,Ascophyllum nodosum
1988,7,sheltered,Ascophyllum nodosum
1988,7,sheltered,Fucus 
1988,7,sheltered,Hildenbrandia rubra
1988,7,sheltered,Mytilus edulis
1988,7,sheltered,Corallina 
1988,7,sheltered,Elachista fucicola
1988,7,sheltered,Polysiphonia
1988,7,sheltered,Chondrus crispus
1988,7,sheltered,Modiolus modiolus
1988,7,sheltered,Mastocarpus stellatus
1988,7,sheltered,Fucus 
1988,7,sheltered,Mastocarpus stellatus
1988,7,sheltered,Chaetomorpha ligustica
1988,7,sheltered,Fucus distichus
1988,7,sheltered,Fucus vesiculosus
1988,7,sheltered,Ceramium virgatum
1988,7,sheltered,Chondrus crispus
1988,7,sheltered,Ulva intestinalis
1988,7,sheltered,Ulva lactuca
1988,7,sheltered,Cladophora
1988,13,exposed,Cyanobacteria
1988,13,exposed,Fucus 
1988,13,exposed,Hildenbrandia rubra
1988,13,exposed,Semibalanus balanoides
1988,13,exposed,Verrucaria 
1988,13,exposed,Arthopyrenia
1988,13,exposed,Chondrus crispus
1988,13,exposed,Fucus vesiculosus var. spiralis
1988,13,exposed,Mytilus edulis
1988,13,exposed,Ulva lactuca
1988,13,exposed,Chondrus crispus
1988,13,exposed,Ascophyllum nodosum
1988,13,exposed,Modiolus modiolus
1988,13,exposed,Clathromorphum circumscriptum
1988,13,exposed,Mastocarpus stellatus
1988,13,exposed,Ceramium virgatum
1988,13,exposed,Polysiphonia
1988,13,exposed,Halichondria
1988,15,exposed,Arthopyrenia
1988,15,exposed,Semibalanus balanoides
1988,15,exposed,Hildenbrandia rubra
1988,15,exposed,Mytilus edulis
1988,15,exposed,Fucus 
1988,15,exposed,Fucus 
1988,15,exposed,Chordaria flagelliformis
1988,15,exposed,Cladophora
1988,15,exposed,Mastocarpus stellatus
1988,15,exposed,Ceramium virgatum
1988,15,exposed,Chondrus crispus
1988,20,exposed,Hildenbrandia rubra
1988,20,exposed,Semibalanus balanoides
1988,20,exposed,Fucus distichus
1988,20,exposed,Mytilus edulis
1988,20,exposed,Ceramium virgatum
1988,20,exposed,Chondrus crispus
1988,20,exposed,Fucus 
1988,20,exposed,Ulva lactuca
1988,20,exposed,Chondrus crispus
1988,20,exposed,Chordaria flagelliformis
1988,20,exposed,Alaria esculenta
1988,20,exposed,Alaria esculenta
1988,22,exposed,Arthopyrenia
1988,22,exposed,Hildenbrandia rubra
1988,22,exposed,Semibalanus balanoides
1988,22,exposed,Fucus distichus
1988,22,exposed,Verrucaria 
1988,22,exposed,Mytilus edulis
1988,22,exposed,Ascophyllum nodosum
1988,22,exposed,Ulva lactuca
1988,22,exposed,Chondrus crispus
1988,22,exposed,Fucus vesiculosus
1988,22,exposed,Mastocarpus stellatus
1988,22,exposed,Corallina 
1988,22,exposed,Fucus 
1988,22,exposed,Alaria esculenta
1988,22,exposed,Porphyra
1988,22,exposed,Cladophora
1988,23,exposed,Arthopyrenia
1988,23,exposed,Hildenbrandia rubra
1988,23,exposed,Mytilus edulis
1988,23,exposed,Semibalanus balanoides
1988,23,exposed,Verrucaria 
1988,23,exposed,Fucus 
1988,23,exposed,Fucus 
1988,23,exposed,Modiolus modiolus
1988,23,exposed,Ulva lactuca
1988,23,exposed,Chondrus crispus
1988,23,exposed,Chondrus crispus
1988,23,exposed,Mastocarpus stellatus
1988,23,exposed,Mastocarpus stellatus
1988,23,exposed,Ceramium virgatum
1988,23,exposed,Corallina 
1988,24,exposed,Fucus vesiculosus var. spiralis
1988,24,exposed,Hildenbrandia rubra
1988,24,exposed,Semibalanus balanoides
1988,24,exposed,Verrucaria 
1988,24,exposed,Ascophyllum nodosum
1988,24,exposed,Ascophyllum nodosum
1988,24,exposed,Fucus 
1988,24,exposed,Mastocarpus stellatus
1988,24,exposed,Mytilus edulis
1988,24,exposed,Ulva lactuca
1988,24,exposed,Ceramium virgatum
1988,24,exposed,Chondrus crispus
1988,24,exposed,Clathromorphum circumscriptum
1988,24,exposed,Corallina 
1988,24,exposed,Modiolus modiolus
1988,24,exposed,Ralfsia 
1988,24,exposed,Chaetomorpha ligustica
1988,24,exposed,Sphacelaria
1988,24,exposed,Ulva intestinalis
1988,24,exposed,Cladophora
1988,24,exposed,Codium fragile
